VentaID,ClienteID,ProductoID,Cantidad,FechaVenta,Region,ProductoID,NombreProducto,Categoria,PrecioUnitario,ClienteID,NombreCliente,Email,Telefono,Direccion,CategoriasID,NombreCategoria,Venta Total,TransaccionID
154,1001,512,2,23/2/2024,Este,512,Producto 12,Hogar,553.49,1001,Cliente 1,cliente1@example.com,555-6805,Calle 1 #337,1,Hogar,1106.98,54
155,1062,503,5,24/2/2024,Norte,503,Producto 3,Juguetería,1037.4,1062,Cliente 62,cliente62@example.com,555-1245,Calle 62 #463,2,Jugueteria,5187,55
156,1053,519,1,25/2/2024,Oeste,519,Producto 19,Periféricos,1387.56,1053,Cliente 53,cliente53@example.com,555-8734,Calle 53 #774,4,Perifericos,1387.56,56
157,1010,507,7,26/2/2024,Norte,507,Producto 7,Juguetería,209.15,1010,Cliente 10,cliente10@example.com,555-1302,Calle 10 #772,2,Jugueteria,1464.05,57
158,1023,510,4,27/2/2024,Norte,510,Producto 10,Juguetería,446.9,1023,Cliente 23,cliente23@example.com,555-5530,Calle 23 #125,2,Jugueteria,1787.6,58
159,1055,509,7,28/2/2024,Oeste,509,Producto 9,Juguetería,560.93,1055,Cliente 55,cliente55@example.com,555-7723,Calle 55 #930,2,Jugueteria,3926.51,59
160,1068,513,1,29/2/2024,Sur,513,Producto 13,Hogar,1030.34,1068,Cliente 68,cliente68@example.com,555-9296,Calle 68 #254,1,Hogar,1030.34,60
161,1087,507,2,1/3/2024,Oeste,507,Producto 7,Juguetería,209.15,1087,Cliente 87,cliente87@example.com,555-4363,Calle 87 #248,2,Jugueteria,418.3,61
162,1019,523,3,2/3/2024,Sur,523,Producto 23,Periféricos,784.96,1019,Cliente 19,cliente19@example.com,555-3214,Calle 19 #290,4,Perifericos,2354.88,62
163,1010,517,8,3/3/2024,Este,517,Producto 17,Hogar,255.04,1010,Cliente 10,cliente10@example.com,555-1302,Calle 10 #772,1,Hogar,2040.32,63
164,1052,504,4,4/3/2024,Este,504,Producto 4,Electrónica,1195.43,1052,Cliente 52,cliente52@example.com,555-1812,Calle 52 #580,3,Electronica,4781.72,64
165,1049,504,7,5/3/2024,Norte,504,Producto 4,Electrónica,1195.43,1049,Cliente 49,cliente49@example.com,555-9621,Calle 49 #66,3,Electronica,8368.01,65
166,1055,529,1,6/3/2024,Sur,529,Producto 29,Electrónica,112.85,1055,Cliente 55,cliente55@example.com,555-7723,Calle 55 #930,3,Electronica,112.85,66
167,1092,529,6,7/3/2024,Sur,529,Producto 29,Electrónica,112.85,1092,Cliente 92,cliente92@example.com,555-5497,Calle 92 #890,3,Electronica,677.1,67
168,1011,510,3,8/3/2024,Sur,510,Producto 10,Juguetería,446.9,1011,Cliente 11,cliente11@example.com,555-6675,Calle 11 #946,2,Jugueteria,1340.7,68
169,1095,516,8,9/3/2024,Norte,516,Producto 16,Juguetería,281.38,1095,Cliente 95,cliente95@example.com,555-4408,Calle 95 #401,2,Jugueteria,2251.04,69
170,1002,502,5,10/3/2024,Este,502,Producto 2,Electrónica,1317.19,1002,Cliente 2,cliente2@example.com,555-1159,Calle 2 #506,3,Electronica,6585.95,70
171,1017,511,2,11/3/2024,Este,511,Producto 11,Juguetería,1581.68,1017,Cliente 17,cliente17@example.com,555-7774,Calle 17 #688,2,Jugueteria,3163.36,71
172,1052,504,7,12/3/2024,Oeste,504,Producto 4,Electrónica,1195.43,1052,Cliente 52,cliente52@example.com,555-1812,Calle 52 #580,3,Electronica,8368.01,72
173,1073,524,3,13/3/2024,Sur,524,Producto 24,Hogar,1477.99,1073,Cliente 73,cliente73@example.com,555-4850,Calle 73 #744,1,Hogar,4433.97,73
174,1001,514,4,14/3/2024,Norte,514,Producto 14,Hogar,36.84,1001,Cliente 1,cliente1@example.com,555-6805,Calle 1 #337,1,Hogar,147.36,74
175,1043,516,4,15/3/2024,Oeste,516,Producto 16,Juguetería,281.38,1043,Cliente 43,cliente43@example.com,555-9155,Calle 43 #38,2,Jugueteria,1125.52,75
176,1040,503,1,16/3/2024,Sur,503,Producto 3,Juguetería,1037.4,1040,Cliente 40,cliente40@example.com,555-3712,Calle 40 #972,2,Jugueteria,1037.4,76
177,1030,520,8,17/3/2024,Este,520,Producto 20,Electrónica,1713.66,1030,Cliente 30,cliente30@example.com,555-3833,Calle 30 #544,3,Electronica,13709.28,77
178,1072,514,1,18/3/2024,Oeste,514,Producto 14,Hogar,36.84,1072,Cliente 72,cliente72@example.com,555-3509,Calle 72 #305,1,Hogar,36.84,78
179,1097,517,3,19/3/2024,Este,517,Producto 17,Hogar,255.04,1097,Cliente 97,cliente97@example.com,555-6407,Calle 97 #574,1,Hogar,765.12,79
180,1085,502,9,20/3/2024,Sur,502,Producto 2,Electrónica,1317.19,1085,Cliente 85,cliente85@example.com,555-4949,Calle 85 #15,3,Electronica,11854.71,80
181,1005,501,2,21/3/2024,Norte,501,Producto 1,Juguetería,1945.7,1005,Cliente 5,cliente5@example.com,555-2684,Calle 5 #824,2,Jugueteria,3891.4,81
182,1039,505,5,22/3/2024,Este,505,Producto 5,Juguetería,867.83,1039,Cliente 39,cliente39@example.com,555-6551,Calle 39 #403,2,Jugueteria,4339.15,82
183,1004,515,3,23/3/2024,Sur,515,Producto 15,Hogar,1858.17,1004,Cliente 4,cliente4@example.com,555-4559,Calle 4 #318,1,Hogar,5574.51,83
184,1100,529,6,24/3/2024,Sur,529,Producto 29,Electrónica,112.85,1100,Cliente 100,cliente100@example.com,555-9845,Calle 100 #409,3,Electronica,677.1,84
185,1015,504,4,25/3/2024,Este,504,Producto 4,Electrónica,1195.43,1015,Cliente 15,cliente15@example.com,555-5737,Calle 15 #4,3,Electronica,4781.72,85
186,1076,504,3,26/3/2024,Este,504,Producto 4,Electrónica,1195.43,1076,Cliente 76,cliente76@example.com,555-8537,Calle 76 #76,3,Electronica,3586.29,86
187,1065,511,4,27/3/2024,Sur,511,Producto 11,Juguetería,1581.68,1065,Cliente 65,cliente65@example.com,555-1911,Calle 65 #634,2,Jugueteria,6326.72,87
188,1015,506,4,28/3/2024,Oeste,506,Producto 6,Hogar,941.46,1015,Cliente 15,cliente15@example.com,555-5737,Calle 15 #4,1,Hogar,3765.84,88
189,1069,504,9,29/3/2024,Norte,504,Producto 4,Electrónica,1195.43,1069,Cliente 69,cliente69@example.com,555-6828,Calle 69 #425,3,Electronica,10758.87,89
190,1050,506,1,30/3/2024,Norte,506,Producto 6,Hogar,941.46,1050,Cliente 50,cliente50@example.com,555-2444,Calle 50 #735,1,Hogar,941.46,90
191,1040,508,3,31/3/2024,Oeste,508,Producto 8,Periféricos,1118.84,1040,Cliente 40,cliente40@example.com,555-3712,Calle 40 #972,4,Perifericos,3356.52,91
192,1084,526,7,1/4/2024,Este,526,Producto 26,Electrónica,800.27,1084,Cliente 84,cliente84@example.com,555-7865,Calle 84 #320,3,Electronica,5601.89,92
193,1003,511,2,2/4/2024,Este,511,Producto 11,Juguetería,1581.68,1003,Cliente 3,cliente3@example.com,555-9810,Calle 3 #336,2,Jugueteria,3163.36,93
194,1011,504,1,3/4/2024,Oeste,504,Producto 4,Electrónica,1195.43,1011,Cliente 11,cliente11@example.com,555-6675,Calle 11 #946,3,Electronica,1195.43,94
195,1097,526,1,4/4/2024,Este,526,Producto 26,Electrónica,800.27,1097,Cliente 97,cliente97@example.com,555-6407,Calle 97 #574,3,Electronica,800.27,95
196,1051,524,8,5/4/2024,Norte,524,Producto 24,Hogar,1477.99,1051,Cliente 51,cliente51@example.com,555-3903,Calle 51 #234,1,Hogar,11823.92,96
197,1047,526,6,6/4/2024,Sur,526,Producto 26,Electrónica,800.27,1047,Cliente 47,cliente47@example.com,555-6149,Calle 47 #686,3,Electronica,4801.62,97
198,1098,507,6,7/4/2024,Sur,507,Producto 7,Juguetería,209.15,1098,Cliente 98,cliente98@example.com,555-7159,Calle 98 #375,2,Jugueteria,1254.9,98
199,1049,511,3,8/4/2024,Norte,511,Producto 11,Juguetería,1581.68,1049,Cliente 49,cliente49@example.com,555-9621,Calle 49 #66,2,Jugueteria,4745.04,99
200,1051,514,8,9/4/2024,Oeste,514,Producto 14,Hogar,36.84,1051,Cliente 51,cliente51@example.com,555-3903,Calle 51 #234,1,Hogar,294.72,100
201,1039,505,8,10/4/2024,Este,505,Producto 5,Juguetería,867.83,1039,Cliente 39,cliente39@example.com,555-6551,Calle 39 #403,2,Jugueteria,6942.64,101
202,1045,502,7,11/4/2024,Norte,502,Producto 2,Electrónica,1317.19,1045,Cliente 45,cliente45@example.com,555-7128,Calle 45 #818,3,Electronica,9220.33,102
203,1061,512,5,12/4/2024,Norte,512,Producto 12,Hogar,553.49,1061,Cliente 61,cliente61@example.com,555-5936,Calle 61 #739,1,Hogar,2767.45,103
204,1074,525,4,13/4/2024,Este,525,Producto 25,Hogar,1974.19,1074,Cliente 74,cliente74@example.com,555-2762,Calle 74 #269,1,Hogar,7896.76,104
205,1054,505,9,14/4/2024,Este,505,Producto 5,Juguetería,867.83,1054,Cliente 54,cliente54@example.com,555-5590,Calle 54 #555,2,Jugueteria,7810.47,105
206,1055,507,3,15/4/2024,Norte,507,Producto 7,Juguetería,209.15,1055,Cliente 55,cliente55@example.com,555-7723,Calle 55 #930,2,Jugueteria,627.45,106
207,1053,526,5,16/4/2024,Este,526,Producto 26,Electrónica,800.27,1053,Cliente 53,cliente53@example.com,555-8734,Calle 53 #774,3,Electronica,4001.35,107
208,1075,523,6,17/4/2024,Norte,523,Producto 23,Periféricos,784.96,1075,Cliente 75,cliente75@example.com,555-1446,Calle 75 #188,4,Perifericos,4709.76,108
209,1021,511,8,18/4/2024,Oeste,511,Producto 11,Juguetería,1581.68,1021,Cliente 21,cliente21@example.com,555-9698,Calle 21 #740,2,Jugueteria,12653.44,109
210,1073,524,8,19/4/2024,Este,524,Producto 24,Hogar,1477.99,1073,Cliente 73,cliente73@example.com,555-4850,Calle 73 #744,1,Hogar,11823.92,110
211,1035,513,8,20/4/2024,Sur,513,Producto 13,Hogar,1030.34,1035,Cliente 35,cliente35@example.com,555-5074,Calle 35 #446,1,Hogar,8242.72,111
212,1045,522,1,21/4/2024,Oeste,522,Producto 22,Electrónica,782.85,1045,Cliente 45,cliente45@example.com,555-7128,Calle 45 #818,3,Electronica,782.85,112
213,1050,523,1,22/4/2024,Sur,523,Producto 23,Periféricos,784.96,1050,Cliente 50,cliente50@example.com,555-2444,Calle 50 #735,4,Perifericos,784.96,113
214,1039,508,4,23/4/2024,Sur,508,Producto 8,Periféricos,1118.84,1039,Cliente 39,cliente39@example.com,555-6551,Calle 39 #403,4,Perifericos,4475.36,114
215,1032,526,4,24/4/2024,Este,526,Producto 26,Electrónica,800.27,1032,Cliente 32,cliente32@example.com,555-4783,Calle 32 #993,3,Electronica,3201.08,115
216,1005,512,2,25/4/2024,Sur,512,Producto 12,Hogar,553.49,1005,Cliente 5,cliente5@example.com,555-2684,Calle 5 #824,1,Hogar,1106.98,116
217,1024,509,9,26/4/2024,Este,509,Producto 9,Juguetería,560.93,1024,Cliente 24,cliente24@example.com,555-3073,Calle 24 #736,2,Jugueteria,5048.37,117
218,1026,506,2,27/4/2024,Oeste,506,Producto 6,Hogar,941.46,1026,Cliente 26,cliente26@example.com,555-3307,Calle 26 #279,1,Hogar,1882.92,118
219,1033,515,7,28/4/2024,Norte,515,Producto 15,Hogar,1858.17,1033,Cliente 33,cliente33@example.com,555-6174,Calle 33 #605,1,Hogar,13007.19,119
220,1024,508,4,29/4/2024,Oeste,508,Producto 8,Periféricos,1118.84,1024,Cliente 24,cliente24@example.com,555-3073,Calle 24 #736,4,Perifericos,4475.36,120
221,1028,516,2,30/4/2024,Este,516,Producto 16,Juguetería,281.38,1028,Cliente 28,cliente28@example.com,555-5676,Calle 28 #21,2,Jugueteria,562.76,121
222,1029,507,1,1/5/2024,Este,507,Producto 7,Juguetería,209.15,1029,Cliente 29,cliente29@example.com,555-6199,Calle 29 #119,2,Jugueteria,209.15,122
223,1027,516,8,2/5/2024,Sur,516,Producto 16,Juguetería,281.38,1027,Cliente 27,cliente27@example.com,555-4436,Calle 27 #993,2,Jugueteria,2251.04,123
224,1080,501,9,3/5/2024,Sur,501,Producto 1,Juguetería,1945.7,1080,Cliente 80,cliente80@example.com,555-7125,Calle 80 #661,2,Jugueteria,17511.3,124
225,1084,522,3,4/5/2024,Oeste,522,Producto 22,Electrónica,782.85,1084,Cliente 84,cliente84@example.com,555-7865,Calle 84 #320,3,Electronica,2348.55,125
226,1009,523,2,5/5/2024,Sur,523,Producto 23,Periféricos,784.96,1009,Cliente 9,cliente9@example.com,555-4614,Calle 9 #509,4,Perifericos,1569.92,126
227,1017,514,2,6/5/2024,Este,514,Producto 14,Hogar,36.84,1017,Cliente 17,cliente17@example.com,555-7774,Calle 17 #688,1,Hogar,73.68,127
228,1067,513,7,7/5/2024,Este,513,Producto 13,Hogar,1030.34,1067,Cliente 67,cliente67@example.com,555-9767,Calle 67 #751,1,Hogar,7212.38,128
229,1020,519,9,8/5/2024,Sur,519,Producto 19,Periféricos,1387.56,1020,Cliente 20,cliente20@example.com,555-9698,Calle 20 #983,4,Perifericos,12488.04,129
230,1039,527,3,9/5/2024,Norte,527,Producto 27,Juguetería,1041.34,1039,Cliente 39,cliente39@example.com,555-6551,Calle 39 #403,2,Jugueteria,3124.02,130
231,1066,503,3,10/5/2024,Este,503,Producto 3,Juguetería,1037.4,1066,Cliente 66,cliente66@example.com,555-4178,Calle 66 #944,2,Jugueteria,3112.2,131
232,1053,525,2,11/5/2024,Sur,525,Producto 25,Hogar,1974.19,1053,Cliente 53,cliente53@example.com,555-8734,Calle 53 #774,1,Hogar,3948.38,132
233,1055,510,5,12/5/2024,Oeste,510,Producto 10,Juguetería,446.9,1055,Cliente 55,cliente55@example.com,555-7723,Calle 55 #930,2,Jugueteria,2234.5,133
234,1021,503,4,13/5/2024,Oeste,503,Producto 3,Juguetería,1037.4,1021,Cliente 21,cliente21@example.com,555-9698,Calle 21 #740,2,Jugueteria,4149.6,134
235,1058,519,5,14/5/2024,Norte,519,Producto 19,Periféricos,1387.56,1058,Cliente 58,cliente58@example.com,555-6730,Calle 58 #827,4,Perifericos,6937.8,135
236,1048,505,2,15/5/2024,Oeste,505,Producto 5,Juguetería,867.83,1048,Cliente 48,cliente48@example.com,555-8379,Calle 48 #590,2,Jugueteria,1735.66,136
237,1039,526,3,16/5/2024,Oeste,526,Producto 26,Electrónica,800.27,1039,Cliente 39,cliente39@example.com,555-6551,Calle 39 #403,3,Electronica,2400.81,137
238,1020,526,4,17/5/2024,Oeste,526,Producto 26,Electrónica,800.27,1020,Cliente 20,cliente20@example.com,555-9698,Calle 20 #983,3,Electronica,3201.08,138
239,1072,529,2,18/5/2024,Norte,529,Producto 29,Electrónica,112.85,1072,Cliente 72,cliente72@example.com,555-3509,Calle 72 #305,3,Electronica,225.7,139
240,1069,507,4,19/5/2024,Este,507,Producto 7,Juguetería,209.15,1069,Cliente 69,cliente69@example.com,555-6828,Calle 69 #425,2,Jugueteria,836.6,140
241,1069,502,1,20/5/2024,Sur,502,Producto 2,Electrónica,1317.19,1069,Cliente 69,cliente69@example.com,555-6828,Calle 69 #425,3,Electronica,1317.19,141
242,1035,520,4,21/5/2024,Sur,520,Producto 20,Electrónica,1713.66,1035,Cliente 35,cliente35@example.com,555-5074,Calle 35 #446,3,Electronica,6854.64,142
243,1011,503,4,22/5/2024,Sur,503,Producto 3,Juguetería,1037.4,1011,Cliente 11,cliente11@example.com,555-6675,Calle 11 #946,2,Jugueteria,4149.6,143
244,1097,524,5,23/5/2024,Este,524,Producto 24,Hogar,1477.99,1097,Cliente 97,cliente97@example.com,555-6407,Calle 97 #574,1,Hogar,7389.95,144
245,1100,506,6,24/5/2024,Oeste,506,Producto 6,Hogar,941.46,1100,Cliente 100,cliente100@example.com,555-9845,Calle 100 #409,1,Hogar,5648.76,145
246,1065,520,6,25/5/2024,Norte,520,Producto 20,Electrónica,1713.66,1065,Cliente 65,cliente65@example.com,555-1911,Calle 65 #634,3,Electronica,10281.96,146
247,1063,523,7,26/5/2024,Este,523,Producto 23,Periféricos,784.96,1063,Cliente 63,cliente63@example.com,555-3563,Calle 63 #653,4,Perifericos,5494.72,147
248,1030,514,8,27/5/2024,Norte,514,Producto 14,Hogar,36.84,1030,Cliente 30,cliente30@example.com,555-3833,Calle 30 #544,1,Hogar,294.72,148
249,1039,511,7,28/5/2024,Sur,511,Producto 11,Juguetería,1581.68,1039,Cliente 39,cliente39@example.com,555-6551,Calle 39 #403,2,Jugueteria,11071.76,149
250,1057,512,6,29/5/2024,Norte,512,Producto 12,Hogar,553.49,1057,Cliente 57,cliente57@example.com,555-3017,Calle 57 #334,1,Hogar,3320.94,150
251,1081,511,9,30/5/2024,Norte,511,Producto 11,Juguetería,1581.68,1081,Cliente 81,cliente81@example.com,555-8685,Calle 81 #582,2,Jugueteria,14235.12,151
252,1034,523,9,31/5/2024,Sur,523,Producto 23,Periféricos,784.96,1034,Cliente 34,cliente34@example.com,555-2686,Calle 34 #154,4,Perifericos,7064.64,152
253,1034,521,8,1/6/2024,Norte,521,Producto 21,Electrónica,392.57,1034,Cliente 34,cliente34@example.com,555-2686,Calle 34 #154,3,Electronica,3140.56,153
254,1036,501,1,2/6/2024,Este,501,Producto 1,Juguetería,1945.7,1036,Cliente 36,cliente36@example.com,555-7590,Calle 36 #977,2,Jugueteria,1945.7,154
255,1007,528,8,3/6/2024,Sur,528,Producto 28,Electrónica,148.14,1007,Cliente 7,cliente7@example.com,555-5890,Calle 7 #848,3,Electronica,1185.12,155
256,1061,510,7,4/6/2024,Oeste,510,Producto 10,Juguetería,446.9,1061,Cliente 61,cliente61@example.com,555-5936,Calle 61 #739,2,Jugueteria,3128.3,156
257,1060,521,6,5/6/2024,Oeste,521,Producto 21,Electrónica,392.57,1060,Cliente 60,cliente60@example.com,555-6932,Calle 60 #33,3,Electronica,2355.42,157
258,1094,518,1,6/6/2024,Oeste,518,Producto 18,Periféricos,889.12,1094,Cliente 94,cliente94@example.com,555-5573,Calle 94 #929,4,Perifericos,889.12,158
259,1096,521,9,7/6/2024,Sur,521,Producto 21,Electrónica,392.57,1096,Cliente 96,cliente96@example.com,555-6322,Calle 96 #585,3,Electronica,3533.13,159
260,1065,514,6,8/6/2024,Sur,514,Producto 14,Hogar,36.84,1065,Cliente 65,cliente65@example.com,555-1911,Calle 65 #634,1,Hogar,221.04,160
